Aplicación,Empresa,Posicion,Fecha,url,Junta ARC,Canal_limpio,tipo_posicion,nivel
114,work vista,Data Analyst,2025-12-05,https://www.linkedin.com/jobs/search/?currentJobId=4343888075&geoId=92000000&keywords=data&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=175,4,LinkedIn,Data Analyst,0
115,Mindrift,Biology Expert with Python ,2025-12-05,https://apply.workable.com/toloka-ai/j/B622F0E113/,4,LinkedIn,BI,0
116,tecnoap,Data Scientist,2025-12-18,https://www.tecnoap.com/ads/data-scientist-2/,4,LinkedIn,Data Scientist,0
117,talexa,LLM Biology and Python,2025-12-22,https://mx.indeed.com/jobs?q=data&l=Nuevo+Le%C3%B3n&from=searchOnDesktopSerp&cf-turnstile-response=0.OZqNfM0bduocTqWQvZhlQKJGCpTBk1bU7Rz_s8I1kHmsw4wOlVffxrD1HSI5usB4naqZRgl_ogzBiiC2-OyUOkPBFPm7nEUShnMN-qlf-6HgpmAffxCIoxd95Hcecste8fHuLYrdsVrmzVyvkgahn2Qtn93gqWFjHpQR7DXiPxzTvoWSu-Ua5fmbcj2Bo0C6NIN-JcrwuAWazd77q4qBhrcyqNFYwJ2yNsW-bnU5csRSM-MTfGwTxNPblGBK5x1_VrgbDRbtAzLvS4u6U2eW1jPGTP2JC0AjKbWuR96BcwdUfd0rVQE3Kb5JmCaYYDF7v-Jtp8ChPjD_33Ua4gvh2MrYIDePp9ZjhoihBpZSc2Q3I0tE34SYp1r0YR2fETYR36iXF33zExbuXzlHWgrP1zB4SYGiPbhbo1t5Kh6iL22Ipv8ViOqkXl7lnQi_UdWLB2BSfhOZvGAPe0ylKhSQ4zhmQTERkYFm3raWtszrWcIp36KWJRVdQPFeZhe8lJ5vVR5UiNu5y89PRyttKy89LpQywd3D4Hu7PG5EE4NDB9pfo5erqtH4cL-liHqCpPs_cL9uzt46_-AzllsHJmT4-hcx5tgUNj6tzWLQbqcMdB_NbkADig-ag_vuKPh6kjOGgFIogCDsssT2johhX3XR-IYfJwROM6lW4CvPj4rdOcC7woTBpNIUFrmNqON1tEINz8ZWtZgdxc3jQB2YpfIjsiD4AtRAeyRJJOF4tYCAy8X9IU710aPtwMCeNKuNKWPcn9Kvo-xMRU_LDr0wy5o3tm4jcCM0tHYtoCSN9a9JkFHbq2mixQsqGUwzCZhEMvzBM9DwGVB4koQx2kAv9PVozcsINodY1VYxRxH2Za78m4QXxRN6M5Tr1gaqNzRi4RG9DoiNg01TiWIR-b0CnlFUM9mnwPYPYx5KPzL-A6hNJJgfS2Gn9JmmmkawyFkXTUW0rHl9_YJDbSrAHOOpvbrYjQ.MqFvu9MO8V_2xAfZ3BNYTA.3a8a732fbafaaa1b6fe5adf35a1a6f97c878cb0bc6122d073c9361332901a967&vjk=d491a556df5c5b75&advn=8937613017401953,4,Indeed,BI,0
118,Proximo,Data Specialist,2025-12-22,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=0000019b48a7ca85adb0f31b638a1494&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_16e8e12e&cb=1766450514788&jobListingId=1009964036082,4,Glassdoor,Data Analyst,0
119,Movit SG,Científico de Datos,2025-12-22,https://www.glassdoor.com.mx/Empleo/index.htm,4,Glassdoor,Data Scientist,0
120,Movit SG,Analista BI,2025-12-22,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000019b48b435ecb76372f15863125a&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_0dd11e89&cb=1766451329669&jobListingId=1009961195299,4,Glassdoor,Data Analyst,0
121,SB ,Research & Insights Analyst,2025-12-05,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000019b7baa12e790c6aababb5fb960&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_25532fc1&cb=1767306302609&jobListingId=1009976311586,4,Glassdoor,Data Analyst,0
122,Afasit,Analista de datos,2025-12-05,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000019b7baf7a2394316a20f995de01&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_314b8685&cb=1767306656598&jobListingId=1009983162334,4,Glassdoor,Data Analyst,0
123,Jhonson Control,Data Analyst,2025-12-31,https://apply.johnsoncontrols.com/johnsoncontrols/johnson-controls-es/job-data-analyst-ptp/512451/confirmation,4,Glassdoor,Data Analyst,0
124,Amazon,"Data Analyst, Worldwide operations",2025-12-31,https://www.amazon.jobs/jobs/3149010,4,Otros,Data Analyst,0
125,ICON,Data Analyst,2026-01-01,https://iconn.csod.com/ux/ats/careersite/1/requisition/24845/application?c=iconn&sq=MOP0034001&jobboardid=0#4,4,Otros,Data Analyst,0
126,Pepsico ,Data & Modeling Analyst,2026-01-01,https://www.pepsicojobs.com/main/jobs/425274/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f&codes=1-INDEED,4,Otros,Data Analyst,0
127,Manuable,Analista de Costos y rentabilidad,2026-01-01,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000019b7c52127bafbf6a9a9bdcf0e4&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_dbdec45f&cb=1767317312338&jobListingId=1009974382444,4,Glassdoor,Data Analyst,0
128,Autofin,Analista de Datos,2026-01-02,https://mx.computrabajo.com/trabajo-de-data-en-nuevo-leon#A9001D6BB4827DAC61373E686DCF3405,4,CT,Data Analyst,0
129,Confidencial ,Data Entry,2026-01-02,https://mx.indeed.com/jobs?q=data&l=Nuevo+León&from=searchOnDesktopSerp&cf-turnstile-response=0._UacxWcrO4j_taz0gpi2QUGoyltBV2TvfYL-AZ6jsK3foAdK86WR_uCKWN9WYTRRjh5DSvsyooadBkjvM7hW7rHW48cOQyk1hZTp1hmQiDj5nuCoMJOUofDsFqlQmrvm4N7tPtj6y4bTOFnl3BP1oAPPJZbCBMg_Dw94BuiELseywkr8T_d5910OQ0uvj5P4pSt5P2tMqDEfUUZFcDwoU3fWOUmrFzL3TEvaVuAVzw5UHrETbB4v4CYoVo5rlNUdKpxK7qRGrbSyU6eCi01VuUgTkBV_QMejjbd17JzY10hBC-U4KVkaIsVENcPj4_PQumgnTnTialmoOjDPwyExmZJ3MUeY0O33tUdt33yTbJ2gK_QOOPm5x1LlSHACFa408g-3pq0qnTcF6_mS3BtypPpGwyAmJFuzQE_Rv3aiZx9fgbGG4i4dgmBFoRBouVH0uOi_p2gdTEq403IXHF5XHAe2uTZpCzYaVj7c3SSWz5esxZCL1D4w_VKbyaV649HSRU27zqrvVmrpTwDrE7R8pY-C8DW5EGP3GmOeyN_w0lTwuKzhLRKoNcPtm1I7_RJRXnY9hleewSEm1yTggMa0-P8THbzzw2704WpzobeyzCMxzZYLrpkWd9y9WW3zRw5EQMbVGomlzVDqLhKRJi9bcBV9-4LP19D2vl32lG17qrvoriFsaXZLysdF8d1kn2FLaVvhEuvmAPUIQMeLrPeKBN3Duk9jf3Ze1rbmvyuaM_09JRmJG3iHQt4VYtGDF4TmUNwFTmTo5Va6VHvAPiNjpWs9kK9RA7hgW83akc2Y8sTv1-ZtfgGmP6ebPoeb6xSLOX5LH6Xj1eYS5egefuvleQCDHFi4GbnVyhIC3BbcXlmqAwvrUQf2egch5ixcWxTSPJVsbR_P-G7ujDLT0F6fItTbvzkuJFAxQ1vQM5fx0zD17-9gPuga7tiSbBzBBjpwEOH7UGdyPEGf4x8cjhb-5w.8GE2D6X6JOqt30I7ID9R-Q.2d42145adcc860a84cd846509c728536caeabf546eddc116a224c5f58a97fb07&vjk=acf5faa05a4f5cc0&advn=2907488015262814,4,Indeed,Otros,0
130,banregio,Científico de datos,2025-12-05,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20897830,4,OCC,Data Scientist,0
131,Confidencial ,Analista de inteligencia de negocios,2025-12-05,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20892684,4,OCC,Data Analyst,0
132,Infinitytech servicios integrales de tecnología,científico de datos,2025-12-05,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20841207,4,OCC,Data Scientist,0
133,Internacional de sistemas,científico de datos,2025-12-05,https://www.occ.com.mx/empleos/de-data-science/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20839736,4,OCC,Data Scientist,0
134,Toreo Motors,Analista de Datos IA,2025-12-05,https://www.occ.com.mx/empleos/de-data-analyst/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20876927,4,OCC,Data Analyst,0
135,Bliss IT,Científico de Datos,2025-12-05,https://www.occ.com.mx/empleos/de-data-scientist/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20838200,4,OCC,Data Scientist,0
136,Autozone,Especialista de análisis,2025-12-05,https://www.occ.com.mx/empleos/de-data-scientist/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20880945,4,OCC,Data Analyst,0
137,MBS arrendadora SAPI,Data Science y automatizaciones jr,2025-12-05,https://www.occ.com.mx/empleos/de-data-scientist/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20849968,4,OCC,Data Scientist,1
138,SkySis,Data Analyst,2025-12-05,https://www.linkedin.com/jobs/collections/top-applicant/?currentJobId=4346823683&origin=FREEMIUM_TAJ_IN_APP_NOTIFICATION,4,LinkedIn,Data Analyst,0
139,The Outloud Group,Jr Data Analyst,2025-12-05,https://www.linkedin.com/jobs/collections/top-applicant/?currentJobId=4345697987&origin=FREEMIUM_TAJ_IN_APP_NOTIFICATION,4,LinkedIn,Data Analyst,1
141,Open Talent Group - Patrick J McGovern Foundation,Junior Developer,2026-01-07,https://jobs.lever.co/mcgovern/11b279bb-76df-4a7d-accb-4f6073c7bd4d/thanks,5,Otros,Otros,1
142,-OTG - Patrick,technology roles,2026-01-07,https://jobs.lever.co/mcgovern/1bf64f87-7cf5-4fef-97cb-04813474b2d7,5,Otros,Otros,0
143,Agerpoint,General Interest - Decision Making,2026-01-07,https://torre.ai/post/Odve3q7w-agerpoint-general-interest?utm_source=web&utm_medium=srh_jobs&utm_campaign=dft&utm_term=dcf1svyet&utm_content=card&t=1767823088933&r=G4LYVWZE,5,Otros,Otros,0
144,Banregio,Cientifico de Datos,2026-01-07,https://www.occ.com.mx/empleos/de-data-scientist/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20897830,5,OCC,Data Scientist,0
145,Unilink,Quantitative Analyst,2026-01-07,https://www.occ.com.mx/empleos/de-data-scientist/en-nuevo-leon/en-la-ciudad-de-monterrey/?jobid=20906541,5,OCC,Data Analyst,0
146,Argon Sc,Analista BI,2026-01-07,"https://www.glassdoor.com.mx/job-listing/analista-de-mis-analista-bi-servicios-multiples-especializados-arrgon-sc-JV_KO0,27_KE28,72.htm?jl=1009918418854&cs=1_7e3da767&s=269&t=NS&pos=102&src=GD_JOB_AD&guid=0000019b9a979fa6a9e43fa9c20cae1d&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&jobListingId=1009918418854&ea=1&ao=1136043&vt=w&cb=1767825186886&ctt=1767825192779",5,Glassdoor,Data Analyst,0
147,Sigma Alimentos,Analista de rentabilidad y ,2026-01-08,https://mx.computrabajo.com/empresas/ofertas-de-trabajo-de-sigma-alimentos-corporativo-sa-de-cv-1CDE06E04868C476,5,CT,Data Analyst,0
148,Apex,Application Analyst,2026-01-08,https://mx.indeed.com/viewjob?from=app-tracker-post_apply-appcard&hl=es&jk=d2c6d9c7fed1e075&tk=1jedapf3bgins800,5,Indeed,Data Analyst,0
149,NielsenQ,Jr Analyst,2026-01-08,https://www.linkedin.com/jobs/search/?currentJobId=4344454583&keywords=data%20scientist&origin=BLENDED_SEARCH_RESULT_NAVIGATION_JOB_CARD&originToLandingJobPostings=4344454583%2C4330596001%2C4345697987,5,LinkedIn,Data Analyst,1
150,Banregio,Especialista ML & AI,2026-01-08,https://www.linkedin.com/jobs/view/4351345463/?eBP=CwEAAAGboQyQRsC8xPrsX0pEjK2lCjuFQGCMDQaBFy55EP-yJdQbjTfesQ97A-pwcp_Eo-67xihjW4lTKN5dUYyuo2SsrziK3ZOIj-iLq1d_CG92GIop15-HqsjxOM25pZRSF7dPsoJ-eEWdyMi-ssNXZEOuAu-MK_2brH4Nw0ImaY0T7P6x8PnDs8oYUhKKP4cKypumD_1p7nZWJpo2izvhf1FEIyzvjg-Tg95KvnJuYY31iMGF56NhBctxu7wWSAEsMCYD6eqTT7oiokyDPfPrtTgVyhumFb9ZSyFNvi6x4wzAHZe4fb9RLiXz3bFkZHPke_oAVB9vSfZGTCLvGLurR69CTFjX9YSMXPREoA1-fykDJwMswC1QksyYQu1AIgFEfO6VnkuHkjAalcsZLt0tlHjOBJkyXWktWqwpGogzO2pyfEoV4IazpTVpqQSq1tErxhqaQCE-HPpBEKm8pMC8bKP-04jy1aPA9AB5i1w2XKXIljPKWa0D3jFAKrmS5rvs2XsCqBUwQa0prd2TEOXEoiddgTo7LA&refId=PQHJnClWB4ZxrqfTcPOBgw%3D%3D&trackingId=xp%2FH8Pa2ZJepdhK4SATTpw%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3B3yGnENXIRxauAy4msAyzQQ%3D%3D&lici=xp%2FH8Pa2ZJepdhK4SATTpw%3D%3D,5,LinkedIn,Data Analyst,0
151,Inetum,Desarrollador BI,2026-01-08,https://www.linkedin.com/jobs/view/4343277795/?alternateChannel=search&eBP=CwEAAAGboSD_wZuMaVuzt3rdVycQMhGvXLyLx8MCvxl1rc7GzsRgOTSlZPS5KtmG5V0RhVK3ydjDsBIXrZtChezbyRskrJTFYput2ElQkp9EWvBs_BuUDJritTM35Iyp2nA8BbJr0kjOIyWqftUSFnCAYc9VGEqgT9Ny1k4QHJjz4yigQgJfFFGJ0AZfWGiKn2Vk1EAN_M7ritrosy8J8zv_QlGYOqiR9zKBzoAonETECrR103D4yExiP8aMORalYLhYKFGZtYGd4QMUYYzxwAYVYhPpabnYvg7TqQrL5OZOhc-eepN0oXhS35OR9haAiIb0krBgorUznt0wyMSbLGKM5M6KG6LeT2jv7eY7yDV_V-hHW5zdFeLNEidf_Kw5NRAvvWynly3sSlzxRgA6rxjmQCUT7WujqvJn3OvaVQgEsSsdK1eku91j06uP5Idf317NDh6I9pdebz9VPIfhuMSQE0sZxkPVbVIBW5cVqXw&refId=Ko%2Fun7yAmY%2Bq41jXMcrmIw%3D%3D&trackingId=LEWgg9sfWVzbgsxFtZPYIw%3D%3D&trk=d_flagship3_postapply_default_confirmation&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BN0gPOHTeS6KZjPzOYKatlg%3D%3D,5,LinkedIn,BI,0
152,Braintrust,Biology Experts,2026-01-11,https://app.usebraintrust.com/jobs/16373,5,Otros,BI,0
153,Boaz Onyango,AI trainer Specialist,2026-01-11,https://torre.ai/post/PW9Okg1d,5,Otros,Data Analyst,0
154,Corning,DS JR,2026-01-14,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=0000019bbe4b5123a9fc7caa08f61334&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_404900aa&cb=1768424165912&jobListingId=1009985644520,5,Glassdoor,Data Scientist,1
155,Nadro,Data Center,2026-01-14,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000019bbe56328da0701a6a7a7097e2&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_96667ca6&cb=1768424879046&jobListingId=1009985461876,5,Glassdoor,Otros,0
156,Sociedad Mexicana de Parrilleros,JR AI/ML Engineer,2026-01-14,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=0000019bbe56328da0701a6a7a7097e2&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_988205b3&cb=1768424879046&jobListingId=1009993493475,5,Glassdoor,Data Engineer,1
157,Securitas Technology,Analista de información,2026-01-14,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=0000019bbe6268c892b822f3d0cfd9ca&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_149ba71a&cb=1768425679326&jobListingId=1009935187193,5,Glassdoor,Data Analyst,0
158,Pyramid Consulting,Junior ETL developer,2026-01-14,https://hireline.io/mx/empleos/junior-etl-developer-remoto/113016,5,Otros,Otros,1
159,Maxitransfer,Business Analyst Jr,2026-01-15,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=0000019bc28db6cfab703be89b93fb34&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_9010aad6&cb=1768495626303&jobListingId=1009985571482,5,Glassdoor,Data Analyst,1
160,Nazan Comercializadora de Calzado ,Ingeniero de Datos y Análisis,2026-01-15,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=0000019bc28db6cfab703be89b93fb34&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_9010aad6&cb=1768495626303&jobListingId=1009985571482,5,Glassdoor,Data Engineer,0
161,Caliente Casino,Analista de Datos,2026-01-15,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=0000019bc2992ff8ad646094b1801ffa&src=GD_JOB_AD&t=NS&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_fa395c36&cb=1768496378369&jobListingId=1009996509572,5,Glassdoor,Data Analyst,0
162,FEMSA Salud,Analista Replenishment,2026-01-15,https://careers.femsa.com/FemsaSalud/job/Monterrey-ANALISTA-REPLENISHMENT-%28ABASTO%29/1329220062/,5,Otros,Data Analyst,0
163,OXXO ,Anlista Operaciones Planogramas,2026-01-15,https://careers.femsa.com/OXXO/job/Monterrey%2C-Nuevo-Le%C3%B3n%2C-M%C3%A9xico-ANALISTA-OPERACI%C3%93N-PLANOGRAMAS/1328468562/,5,Otros,Data Analyst,0
164,Mindrift,Statistician with Python,2026-01-15,https://www.linkedin.com/jobs/view/4346232213/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=1jnV%2BQx1g37K1MVPAAhHwQ%3D%3D&trackingId=f06c9i%2Fws0TIY15HZRET1w%3D%3D&trk=flagship3_jobs_discovery_jymbii&lipi=urn%3Ali%3Apage%3Ad_flagship3_jobs_discovery_jymbii%3Bo8eLsC7oR9%2B9TVbGoIai5Q%3D%3D&lici=f06c9i%2Fws0TIY15HZRET1w%3D%3D,5,LinkedIn,Otros,0
165,Launchpad,Data Scientist,2026-01-15,https://job-boards.greenhouse.io/launchpadtechnologiesinc/jobs/4619191006?gh_src=68a768c26us,5,Otros,Data Scientist,0
166,xpertal,Analista perfiles Jr,2026-01-15,https://career19.sapsf.com/portalcareer?company=centrodese&correlation_Id=5871273019&lang=es_MX&clientId=jobs2web&socialApply=false&career_ns=&site=&jobPipeline=RCM+Redirect&navBarLevel=MY_PROFILE&isInternalUser=false&showAlertCreated=false&_s.crb=vpWq%252bohJ80pAxnY67kUERmoZf%252b9v8xH%252fxKDltzPCWxw%253d,5,Otros,Data Analyst,1
167,GroWrk ,Purchase Analyst Jr,2026-01-15,https://growrk.factorialhr.com/job_posting/purchases-analyst-jr-277405,5,Otros,Data Analyst,1
168,Bayforce,Data Operations Analyst,2026-01-16,https://www.linkedin.com/jobs/view/4360726988,5,LinkedIn,Data Analyst,0
169,Planen,Analista de Datos Jr,2026-01-19,https://mx.indeed.com/rc/clk?jk=dd9bdbe32f3d3479&from=hp&tk=1jfc2sd21gnri805&bb=yBgDgmHME_1-7P41yJ7DP4p2Rg4YOb6_N9D6ppD3hCkkF1iYO_t0SNU4pfi5SwjoyQLq_tDozaSAMw5DqYYY5U-GPj9A9SbMYzIPLt74of_7YNhs2_x2KTFueV1oUwHLLpK75s4-878%3D&xkcb=SoDV67M3osN-dGy6A50PbzkdCdPP,5,Indeed,Data Analyst,1
170,Grupo Casco,Analista de Datos,2026-01-19,https://mx.indeed.com/rc/clk?jk=dee53954eb622ffe&from=hp&tk=1jfc3apfjg1j5800&bb=5zKGJLQZGJQb8A9hTd1RLh1KMbN-xjGR7WvhPDBAQUtH4yP2yuOtJSBwKDSVAVkFY2Yda4fufF7wbeBuWh3M-dr4FpL_3uOA5vIDjA7f7N5MvbQlron_mjqYpMvycCOPM5VuC01wrQbFbhIWifmnEw%3D%3D&xkcb=SoDs67M3osOk5zyWiB0KbzkdCdPP,5,Indeed,Data Analyst,0
171,NeoPerformance,Jr. Marketing Data Analyst,2026-01-19,https://mx.indeed.com/rc/clk?jk=36d04f065a4d85b4&from=hp&tk=1jfc406vkgnja800&bb=8GxNxjcpEaYwheLIrgLaAYK9lg6DXdHvTx4FbjstMGFxoIVDNnArp6Xi-LF1EXQNK2Iw26uv5-qO1_TmC_rft0cDRHbpEIJEbZLKYiWBW085u6h_iRMAL7m5-Vkmbrl5o31Wm-DqVks%3D&xkcb=SoCc67M3osAPMPy6j50LbzkdCdPP,5,Indeed,Data Analyst,1
172,IDT,Marketing Data Scientist,2026-01-20,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000019bd9e75ecb92c70b31bf466401&src=GD_JOB_AD&t=SR&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_7fa56baf&cb=1768887378012&jobListingId=1009888442682&jrtk=5-yul1-0-1jfcuenplj0ot801-9650d41a7490599a,5,Glassdoor,Data Scientist,0
173,unilever,Analista de congeladores,2026-01-20,https://www.linkedin.com/jobs/view/4360836619/?trk=flagship3_job_home_savedjobs&refId=a45c69e0-956c-47d0-afe2-7d72a50a588b&trackingId=mRTI1sgAS8eHFLg4h2zvTQ%3D%3D,5,LinkedIn,Data Analyst,0
174,Dematic,Supplier Data Analyst,2026-01-20,https://www.linkedin.com/jobs/view/4312877556/?trk=flagship3_job_home_savedjobs&refId=a45c69e0-956c-47d0-afe2-7d72a50a588b&trackingId=V8xWFXtYREO24id1IwPw7w%3D%3D,5,LinkedIn,Data Analyst,0
175,Benavides,Analista de Mercados,2026-01-22,,5,LinkedIn,Data Analyst,0
176,Thermofisher,Database Analyst,2026-01-23,https://jobs.thermofisher.com/global/en/job/R-01330643/Argus-Database-Programmer-Analyst,5,Otros,Data Analyst,0
177,Corning,Data Scientist,2026-01-23,https://mx.indeed.com/rc/clk?jk=290262b9a0fb756d&bb=xuwbVVlpCpqmVq0ucmU5c3C_HGviE4ymUDVGSPdje4XgAKyMuSIV93FTzPe9aynTTlyGPJw3-KIaI5ZHrtdfR3TtiDTbuiDahC8tO_WrzOvx8wORj81UHs5lM4sSJMlLW7yDNR8OFDfMZmKseLRblg%3D%3D&xkcb=SoBL67M3o5UhXjAREL0KbzkdCdPP&fccid=fb75933edd65f432&vjs=3,5,Indeed,Data Scientist,0
178,Banorte,Especialista de Datos estrategia Jr,2026-01-23,https://mx.indeed.com/rc/clk?jk=9c6e32e475fe28a0&bb=kF4s4TtQM_zy58i3k_lFEN_a4B5rsFPBFA3Z4LTninvYxWkub-zYMHJZ628g2jaUMOYH1htEMHdYL8jnRdXlQ2chiFDrOKqUvNUhiaqgjqcAg8d6N_kxMSFpFhfrM5ha2kFsh4jGXAwBuAEBYuTVLFkMWFBk03kz&xkcb=SoBD67M3o7iA9oy7SB0LbzkdCdPP&fccid=12e17ece3aa8f9b9&vjs=3,5,Indeed,Data Analyst,1
